Year,Sub_Region_Name,Climate_Value
2021,종로구,1511.0
2021,중구,1478.3
2021,용산구,1412.7
2021,성동구,1481.7
2021,광진구,1503.2
2021,동대문구,1525.9
2021,중랑구,1538.3
2021,성북구,1563.4
2021,강북구,1621.7
2021,도봉구,1682.2
2021,노원구,1579.5
2021,은평구,1475.2
2021,서대문구,1495.0
2021,마포구,1464.2
2021,양천구,1439.9
2021,강서구,1429.1
2021,구로구,1453.5
2021,금천구,1447.2
2021,영등포구,1448.3
2021,동작구,1446.7
2021,관악구,1470.5
2021,서초구,1464.8
2021,강남구,1483.7
2021,송파구,1488.2
2021,강동구,1517.4
2021,중구,1723.2
2021,서구,1624.1
2021,동구,1743.5
2021,영도구,1723.6
2021,부산진구,1656.7
2021,동래구,1652.6
2021,남구,1710.6
2021,북구,1541.8
2021,해운대구,1710.5
2021,사하구,1574.6
2021,금정구,1667.3
2021,강서구,1539.4
2021,연제구,1607.9
2021,수영구,1719.7
2021,사상구,1591.6
2021,기장군,1591.4
2021,중구,1195.5
2021,동구,1183.8
2021,서구,1211.3
2021,남구,1198.0
2021,북구,1198.0
2021,수성구,1194.2
2021,달서구,1229.3
2021,달성군,1279.3
2021,중구,1402.6
2021,동구,1392.3
2021,연수구,1388.9
2021,남동구,1406.9
2021,부평구,1408.1
2021,계양구,1435.3
2021,서구,1402.6
2021,미추홀구,1385.3
2021,강화군,1363.5
2021,옹진군,1159.7
2021,동구,1543.3
2021,서구,1577.9
2021,남구,1563.6
2021,북구,1597.7
2021,광산구,1605.4
2021,동구,1385.3
2021,중구,1417.5
2021,서구,1429.1
2021,유성구,1384.8
2021,대덕구,1392.6
2021,중구,1435.2
2021,남구,1361.7
2021,동구,1439.9
2021,북구,1425.0
2021,울주군,1509.5
2021,세종특별자치시,1421.0
2021,수원시,1419.6
2021,수원시 장안구,1436.6
2021,수원시 권선구,1427.1
2021,수원시 팔달구,1427.6
2021,수원시 영통구,1391.1
2021,성남시,1468.0
2021,성남시 수정구,1478.2
2021,성남시 중원구,1481.4
2021,성남시 분당구,1453.6
2021,의정부시,1596.0
2021,안양시,1462.2
2021,안양시 만안구,1454.6
2021,안양시 동안구,1468.6
2021,부천시,1441.5
2021,광명시,1458.7
2021,평택시,1240.0
2021,동두천시,1479.9
2021,안산시,1382.5
2021,안산시 상록구,1386.1
2021,안산시 단원구,1378.6
2021,고양시,1476.2
2021,고양시 덕양구,1480.5
2021,고양시 일산동구,1474.3
2021,고양시 일산서구,1469.3
2021,과천시,1515.5
2021,구리시,1550.1
2021,남양주시,1585.2
2021,오산시,1331.5
2021,시흥시,1398.5
2021,군포시,1487.1
2021,의왕시,1460.3
2021,하남시,1514.7
2021,용인시,1429.4
2021,용인시 처인구,1438.9
2021,용인시 기흥구,1418.5
2021,용인시 수지구,1436.1
2021,파주시,1429.5
2021,이천시,1417.9
2021,안성시,1343.6
2021,김포시,1419.9
2021,화성시,1326.4
2021,광주시,1532.2
2021,양주시,1531.7
2021,포천시,1500.8
2021,여주시,1409.6
2021,연천군,1420.0
2021,가평군,1544.8
2021,양평군,1507.7
2021,춘천시,1368.7
2021,원주시,1409.7
2021,강릉시,1353.3
2021,동해시,1401.1
2021,태백시,1339.5
2021,속초시,1469.0
2021,삼척시,1381.6
2021,홍천군,1405.5
2021,횡성군,1476.3
2021,영월군,1281.1
2021,평창군,1298.7
2021,정선군,1284.5
2021,철원군,1405.7
2021,화천군,1397.0
2021,양구군,1255.6
2021,인제군,1190.3
2021,고성군,1416.0
2021,양양군,1414.8
2021,충주시,1259.4
2021,제천시,1358.8
2021,청주시,1346.1
2021,청주시 상당구,1327.5
2021,청주시 서원구,1362.5
2021,청주시 흥덕구,1385.8
2021,청주시 청원구,1299.4
2021,보은군,1371.4
2021,옥천군,1360.8
2021,영동군,1297.1
2021,진천군,1358.4
2021,괴산군,1311.8
2021,음성군,1331.9
2021,단양군,1305.7
2021,증평군,1267.6
2021,천안시,1329.4
2021,천안시 동남구,1359.4
2021,천안시 서북구,1290.1
2021,공주시,1410.3
2021,보령시,1354.5
2021,아산시,1227.2
2021,서산시,1211.7
2021,논산시,1340.4
2021,계룡시,1430.6
2021,당진시,1191.2
2021,금산군,1415.3
2021,부여군,1407.0
2021,서천군,1351.6
2021,청양군,1466.5
2021,홍성군,1259.4
2021,예산군,1228.5
2021,태안군,1117.3
2021,전주시,1364.9
2021,전주시 완산구,1373.6
2021,전주시 덕진구,1354.7
2021,군산시,1402.5
2021,익산시,1378.2
2021,정읍시,1483.8
2021,남원시,1631.4
2021,김제시,1334.0
2021,완주군,1435.5
2021,진안군,1533.6
2021,무주군,1391.0
2021,장수군,1567.1
2021,임실군,1557.2
2021,순창군,1641.6
2021,고창군,1490.9
2021,부안군,1403.7
2021,목포시,1515.8
2021,여수시,1781.1
2021,순천시,1894.2
2021,나주시,1647.5
2021,광양시,1856.3
2021,담양군,1598.8
2021,곡성군,1606.2
2021,구례군,1750.9
2021,고흥군,1781.2
2021,보성군,1903.6
2021,화순군,1602.4
2021,장흥군,1840.9
2021,강진군,1684.1
2021,해남군,1572.5
2021,영암군,1538.1
2021,무안군,1560.8
2021,함평군,1661.4
2021,영광군,1560.3
2021,장성군,1603.6
2021,완도군,1761.0
2021,진도군,1643.9
2021,신안군,1541.1
2021,포항시,1442.4
2021,포항시 남구,1472.9
2021,포항시 북구,1413.9
2021,경주시,1340.1
2021,김천시,1245.2
2021,안동시,1144.5
2021,구미시,1222.9
2021,영주시,1187.2
2021,영천시,1234.6
2021,상주시,1286.3
2021,문경시,1290.3
2021,경산시,1205.5
2021,군위군,1147.7
2021,의성군,1115.2
2021,청송군,1166.8
2021,영양군,1219.4
2021,영덕군,1309.5
2021,청도군,1352.8
2021,고령군,1391.5
2021,성주군,1329.2
2021,칠곡군,1235.5
2021,예천군,1225.4
2021,봉화군,1198.6
2021,울진군,1369.7
2021,울릉군,1630.4
2021,진주시,1691.3
2021,통영시,1795.3
2021,사천시,1792.0
2021,김해시,1456.5
2021,밀양시,1336.1
2021,거제시,1839.1
2021,양산시,1533.7
2021,창원시,1688.8
2021,창원시 의창구,1623.4
2021,창원시 성산구,1555.0
2021,창원시 마산합포구,1832.7
2021,창원시 마산회원구,1753.3
2021,창원시 진해구,1575.5
2021,의령군,1611.0
2021,함안군,1478.1
2021,창녕군,1378.8
2021,고성군,1821.0
2021,남해군,1943.3
2021,하동군,1949.6
2021,산청군,1920.5
2021,함양군,1694.3
2021,거창군,1601.1
2021,합천군,1535.4
2021,제주시,1902.1
2021,서귀포시,2332.0
2022,종로구,1375.8
2022,중구,1366.9
2022,용산구,1329.8
2022,성동구,1365.8
2022,광진구,1381.3
2022,동대문구,1387.9
2022,중랑구,1393.6
2022,성북구,1411.5
2022,강북구,1440.7
2022,도봉구,1485.1
2022,노원구,1408.5
2022,은평구,1317.7
2022,서대문구,1347.8
2022,마포구,1338.9
2022,양천구,1318.1
2022,강서구,1300.0
2022,구로구,1356.8
2022,금천구,1366.0
2022,영등포구,1350.7
2022,동작구,1354.6
2022,관악구,1369.9
2022,서초구,1369.7
2022,강남구,1378.2
2022,송파구,1366.5
2022,강동구,1373.2
2022,중구,1479.2
2022,서구,1404.3
2022,동구,1498.2
2022,영도구,1484.3
2022,부산진구,1445.7
2022,동래구,1464.9
2022,남구,1467.7
2022,북구,1375.6
2022,해운대구,1501.4
2022,사하구,1373.1
2022,금정구,1518.3
2022,강서구,1396.5
2022,연제구,1420.7
2022,수영구,1487.1
2022,사상구,1387.1
2022,기장군,1487.9
2022,중구,1133.4
2022,동구,1141.3
2022,서구,1141.3
2022,남구,1139.0
2022,북구,1152.5
2022,수성구,1136.0
2022,달서구,1158.3
2022,달성군,1208.8
2022,중구,1289.0
2022,동구,1303.5
2022,연수구,1316.6
2022,남동구,1317.2
2022,부평구,1302.0
2022,계양구,1328.9
2022,서구,1293.6
2022,미추홀구,1300.1
2022,강화군,1162.3
2022,옹진군,975.6
2022,동구,1462.8
2022,서구,1487.4
2022,남구,1461.0
2022,북구,1516.3
2022,광산구,1509.5
2022,동구,1397.7
2022,중구,1415.5
2022,서구,1404.6
2022,유성구,1354.9
2022,대덕구,1384.5
2022,중구,1320.2
2022,남구,1271.6
2022,동구,1385.4
2022,북구,1332.6
2022,울주군,1397.1
2022,세종특별자치시,1395.4
2022,수원시,1444.3
2022,수원시 장안구,1430.0
2022,수원시 권선구,1466.1
2022,수원시 팔달구,1459.2
2022,수원시 영통구,1421.9
2022,성남시,1407.3
2022,성남시 수정구,1396.8
2022,성남시 중원구,1400.4
2022,성남시 분당구,1418.8
2022,의정부시,1418.4
2022,안양시,1406.6
2022,안양시 만안구,1398.1
2022,안양시 동안구,1413.5
2022,부천시,1328.1
2022,광명시,1371.3
2022,평택시,1308.9
2022,동두천시,1369.7
2022,안산시,1322.1
2022,안산시 상록구,1330.9
2022,안산시 단원구,1312.5
2022,고양시,1285.4
2022,고양시 덕양구,1288.3
2022,고양시 일산동구,1289.3
2022,고양시 일산서구,1274.5
2022,과천시,1425.9
2022,구리시,1372.4
2022,남양주시,1436.5
2022,오산시,1444.2
2022,시흥시,1325.4
2022,군포시,1445.8
2022,의왕시,1418.5
2022,하남시,1366.1
2022,용인시,1463.6
2022,용인시 처인구,1498.2
2022,용인시 기흥구,1452.1
2022,용인시 수지구,1440.4
2022,파주시,1245.3
2022,이천시,1391.0
2022,안성시,1396.7
2022,김포시,1261.2
2022,화성시,1380.3
2022,광주시,1460.0
2022,양주시,1382.2
2022,포천시,1377.2
2022,여주시,1339.2
2022,연천군,1239.1
2022,가평군,1404.1
2022,양평군,1397.1
2022,춘천시,1300.9
2022,원주시,1316.4
2022,강릉시,1506.5
2022,동해시,1474.5
2022,태백시,1514.1
2022,속초시,1507.6
2022,삼척시,1490.8
2022,홍천군,1372.0
2022,횡성군,1364.8
2022,영월군,1329.1
2022,평창군,1346.1
2022,정선군,1399.8
2022,철원군,1242.5
2022,화천군,1289.7
2022,양구군,1266.5
2022,인제군,1269.9
2022,고성군,1390.0
2022,양양군,1441.1
2022,충주시,1257.2
2022,제천시,1349.4
2022,청주시,1342.6
2022,청주시 상당구,1353.2
2022,청주시 서원구,1352.6
2022,청주시 흥덕구,1349.7
2022,청주시 청원구,1301.8
2022,보은군,1475.7
2022,옥천군,1424.4
2022,영동군,1463.2
2022,진천군,1360.3
2022,괴산군,1350.4
2022,음성군,1316.9
2022,단양군,1338.9
2022,증평군,1277.6
2022,천안시,1391.6
2022,천안시 동남구,1422.1
2022,천안시 서북구,1351.7
2022,공주시,1439.2
2022,보령시,1352.9
2022,아산시,1326.6
2022,서산시,1342.6
2022,논산시,1352.2
2022,계룡시,1386.8
2022,당진시,1329.1
2022,금산군,1493.9
2022,부여군,1419.7
2022,서천군,1352.1
2022,청양군,1482.5
2022,홍성군,1393.1
2022,예산군,1408.0
2022,태안군,1307.6
2022,전주시,1318.5
2022,전주시 완산구,1319.4
2022,전주시 덕진구,1317.4
2022,군산시,1375.0
2022,익산시,1353.2
2022,정읍시,1403.7
2022,남원시,1524.0
2022,김제시,1351.0
2022,완주군,1404.9
2022,진안군,1573.7
2022,무주군,1511.4
2022,장수군,1550.2
2022,임실군,1493.3
2022,순창군,1547.5
2022,고창군,1424.7
2022,부안군,1421.5
2022,목포시,1371.5
2022,여수시,1881.7
2022,순천시,1780.4
2022,나주시,1491.0
2022,광양시,1825.2
2022,담양군,1519.5
2022,곡성군,1482.6
2022,구례군,1551.5
2022,고흥군,1822.2
2022,보성군,1853.9
2022,화순군,1546.1
2022,장흥군,1852.9
2022,강진군,1740.1
2022,해남군,1574.6
2022,영암군,1480.9
2022,무안군,1421.8
2022,함평군,1495.0
2022,영광군,1446.0
2022,장성군,1533.8
2022,완도군,1673.8
2022,진도군,1462.7
2022,신안군,1401.0
2022,포항시,1344.0
2022,포항시 남구,1370.2
2022,포항시 북구,1319.6
2022,경주시,1219.7
2022,김천시,1404.2
2022,안동시,1193.6
2022,구미시,1270.5
2022,영주시,1290.0
2022,영천시,1133.4
2022,상주시,1435.6
2022,문경시,1443.5
2022,경산시,1146.2
2022,군위군,1157.4
2022,의성군,1182.3
2022,청송군,1107.2
2022,영양군,1241.3
2022,영덕군,1234.7
2022,청도군,1301.6
2022,고령군,1303.5
2022,성주군,1275.4
2022,칠곡군,1206.1
2022,예천군,1354.7
2022,봉화군,1330.1
2022,울진군,1441.4
2022,울릉군,1780.7
2022,진주시,1595.3
2022,통영시,1791.5
2022,사천시,1807.8
2022,김해시,1375.6
2022,밀양시,1285.6
2022,거제시,1803.0
2022,양산시,1497.5
2022,창원시,1646.9
2022,창원시 의창구,1580.6
2022,창원시 성산구,1509.5
2022,창원시 마산합포구,1797.2
2022,창원시 마산회원구,1710.0
2022,창원시 진해구,1530.3
2022,의령군,1521.2
2022,함안군,1413.3
2022,창녕군,1343.5
2022,고성군,1821.4
2022,남해군,1977.4
2022,하동군,1869.4
2022,산청군,1741.6
2022,함양군,1543.3
2022,거창군,1509.9
2022,합천군,1449.0
2022,제주시,1927.7
2022,서귀포시,2190.4
2023,종로구,1261.6
2023,중구,1218.6
2023,용산구,1150.2
2023,성동구,1231.7
2023,광진구,1246.9
2023,동대문구,1284.3
2023,중랑구,1307.3
2023,성북구,1327.3
2023,강북구,1415.6
2023,도봉구,1453.8
2023,노원구,1365.1
2023,은평구,1258.2
2023,서대문구,1246.7
2023,마포구,1199.3
2023,양천구,1169.8
2023,강서구,1174.3
2023,구로구,1153.6
2023,금천구,1153.7
2023,영등포구,1164.7
2023,동작구,1151.2
2023,관악구,1174.6
2023,서초구,1180.5
2023,강남구,1209.5
2023,송파구,1225.4
2023,강동구,1259.9
2023,중구,1351.4
2023,서구,1277.0
2023,동구,1372.4
2023,영도구,1353.9
2023,부산진구,1332.7
2023,동래구,1366.3
2023,남구,1359.8
2023,북구,1289.2
2023,해운대구,1378.8
2023,사하구,1234.2
2023,금정구,1396.5
2023,강서구,1261.9
2023,연제구,1302.2
2023,수영구,1372.8
2023,사상구,1298.3
2023,기장군,1338.0
2023,중구,989.2
2023,동구,986.3
2023,서구,997.0
2023,남구,1005.3
2023,북구,1007.5
2023,수성구,994.3
2023,달서구,1024.2
2023,달성군,1090.2
2023,중구,1051.3
2023,동구,1049.2
2023,연수구,1031.1
2023,남동구,1071.5
2023,부평구,1093.7
2023,계양구,1140.8
2023,서구,1106.0
2023,미추홀구,1050.2
2023,강화군,1093.0
2023,옹진군,838.3
2023,동구,1151.7
2023,서구,1156.2
2023,남구,1157.4
2023,북구,1179.9
2023,광산구,1145.1
2023,동구,1198.2
2023,중구,1221.8
2023,서구,1203.4
2023,유성구,1155.7
2023,대덕구,1180.2
2023,중구,1134.6
2023,남구,1090.5
2023,동구,1215.7
2023,북구,1130.9
2023,울주군,1243.4
2023,세종특별자치시,1126.6
2023,수원시,1204.6
2023,수원시 장안구,1190.6
2023,수원시 권선구,1214.3
2023,수원시 팔달구,1213.7
2023,수원시 영통구,1198.8
2023,성남시,1218.9
2023,성남시 수정구,1216.7
2023,성남시 중원구,1231.4
2023,성남시 분당구,1214.5
2023,의정부시,1394.3
2023,안양시,1135.5
2023,안양시 만안구,1111.9
2023,안양시 동안구,1154.9
2023,부천시,1125.3
2023,광명시,1144.3
2023,평택시,1131.1
2023,동두천시,1398.5
2023,안산시,1055.2
2023,안산시 상록구,1078.8
2023,안산시 단원구,1029.6
2023,고양시,1254.7
2023,고양시 덕양구,1259.6
2023,고양시 일산동구,1250.7
2023,고양시 일산서구,1249.1
2023,과천시,1214.2
2023,구리시,1293.5
2023,남양주시,1341.7
2023,오산시,1197.1
2023,시흥시,1049.8
2023,군포시,1160.6
2023,의왕시,1160.9
2023,하남시,1248.7
2023,용인시,1246.6
2023,용인시 처인구,1294.5
2023,용인시 기흥구,1226.5
2023,용인시 수지구,1221.6
2023,파주시,1293.6
2023,이천시,1249.7
2023,안성시,1224.9
2023,김포시,1182.7
2023,화성시,1126.6
2023,광주시,1308.4
2023,양주시,1385.7
2023,포천시,1412.0
2023,여주시,1232.9
2023,연천군,1229.5
2023,가평군,1402.7
2023,양평군,1332.9
2023,춘천시,1312.1
2023,원주시,1251.2
2023,강릉시,1599.7
2023,동해시,1483.1
2023,태백시,1427.2
2023,속초시,1827.9
2023,삼척시,1452.0
2023,홍천군,1399.6
2023,횡성군,1381.5
2023,영월군,1245.6
2023,평창군,1474.1
2023,정선군,1400.3
2023,철원군,1235.3
2023,화천군,1255.2
2023,양구군,1392.5
2023,인제군,1431.1
2023,고성군,1741.7
2023,양양군,1737.1
2023,충주시,1175.7
2023,제천시,1279.3
2023,청주시,1138.9
2023,청주시 상당구,1162.9
2023,청주시 서원구,1145.8
2023,청주시 흥덕구,1117.8
2023,청주시 청원구,1119.4
2023,보은군,1231.1
2023,옥천군,1208.5
2023,영동군,1205.0
2023,진천군,1220.5
2023,괴산군,1190.0
2023,음성군,1188.0
2023,단양군,1214.0
2023,증평군,1143.4
2023,천안시,1187.4
2023,천안시 동남구,1201.1
2023,천안시 서북구,1169.5
2023,공주시,1131.6
2023,보령시,1010.0
2023,아산시,1125.4
2023,서산시,994.9
2023,논산시,1078.8
2023,계룡시,1197.9
2023,당진시,1023.7
2023,금산군,1255.7
2023,부여군,1134.6
2023,서천군,1037.9
2023,청양군,1181.7
2023,홍성군,1036.0
2023,예산군,1087.4
2023,태안군,878.6
2023,전주시,1046.9
2023,전주시 완산구,1050.8
2023,전주시 덕진구,1042.3
2023,군산시,1022.6
2023,익산시,1026.4
2023,정읍시,1050.9
2023,남원시,1304.4
2023,김제시,953.6
2023,완주군,1133.3
2023,진안군,1311.2
2023,무주군,1263.6
2023,장수군,1323.0
2023,임실군,1226.7
2023,순창군,1264.1
2023,고창군,1024.7
2023,부안군,956.7
2023,목포시,1053.7
2023,여수시,1543.8
2023,순천시,1583.1
2023,나주시,1145.8
2023,광양시,1579.5
2023,담양군,1197.1
2023,곡성군,1257.1
2023,구례군,1351.9
2023,고흥군,1508.2
2023,보성군,1584.3
2023,화순군,1283.7
2023,장흥군,1496.3
2023,강진군,1348.4
2023,해남군,1245.9
2023,영암군,1117.8
2023,무안군,1060.1
2023,함평군,1089.8
2023,영광군,1055.7
2023,장성군,1146.6
2023,완도군,1440.9
2023,진도군,1201.6
2023,신안군,1053.1
2023,포항시,1147.7
2023,포항시 남구,1158.5
2023,포항시 북구,1137.6
2023,경주시,1062.2
2023,김천시,1159.0
2023,안동시,1046.2
2023,구미시,1074.8
2023,영주시,1122.5
2023,영천시,1015.6
2023,상주시,1188.0
2023,문경시,1217.1
2023,경산시,1014.6
2023,군위군,1005.2
2023,의성군,1016.6
2023,청송군,994.0
2023,영양군,1129.6
2023,영덕군,1072.7
2023,청도군,1153.0
2023,고령군,1225.8
2023,성주군,1152.1
2023,칠곡군,1064.1
2023,예천군,1131.4
2023,봉화군,1209.3
2023,울진군,1289.5
2023,울릉군,1760.1
2023,진주시,1447.1
2023,통영시,1469.2
2023,사천시,1503.7
2023,김해시,1244.3
2023,밀양시,1187.8
2023,거제시,1521.0
2023,양산시,1324.5
2023,창원시,1446.2
2023,창원시 의창구,1413.9
2023,창원시 성산구,1317.3
2023,창원시 마산합포구,1580.1
2023,창원시 마산회원구,1509.6
2023,창원시 진해구,1322.7
2023,의령군,1398.2
2023,함안군,1268.5
2023,창녕군,1183.3
2023,고성군,1537.8
2023,남해군,1641.8
2023,하동군,1617.8
2023,산청군,1624.1
2023,함양군,1430.6
2023,거창군,1383.7
2023,합천군,1379.4
2023,제주시,1725.8
2023,서귀포시,1965.1
2024,종로구,1174.8
2024,중구,1153.5
2024,용산구,1111.4
2024,성동구,1144.4
2024,광진구,1134.3
2024,동대문구,1170.2
2024,중랑구,1182.2
2024,성북구,1193.2
2024,강북구,1246.4
2024,도봉구,1289.1
2024,노원구,1209.9
2024,은평구,1174.7
2024,서대문구,1172.3
2024,마포구,1151.6
2024,양천구,1151.7
2024,강서구,1153.3
2024,구로구,1136.5
2024,금천구,1113.0
2024,영등포구,1124.2
2024,동작구,1104.7
2024,관악구,1122.5
2024,서초구,1118.2
2024,강남구,1119.7
2024,송파구,1103.7
2024,강동구,1131.7
2024,중구,1415.9
2024,서구,1348.1
2024,동구,1427.0
2024,영도구,1401.2
2024,부산진구,1402.0
2024,동래구,1412.9
2024,남구,1402.8
2024,북구,1339.4
2024,해운대구,1441.8
2024,사하구,1314.4
2024,금정구,1448.4
2024,강서구,1338.6
2024,연제구,1375.5
2024,수영구,1434.8
2024,사상구,1354.7
2024,기장군,1439.4
2024,중구,974.5
2024,동구,979.0
2024,서구,979.5
2024,남구,989.9
2024,북구,974.9
2024,수성구,993.6
2024,달서구,995.4
2024,달성군,1045.4
2024,중구,1133.2
2024,동구,1141.8
2024,연수구,1086.6
2024,남동구,1121.2
2024,부평구,1154.0
2024,계양구,1197.5
2024,서구,1156.7
2024,미추홀구,1131.0
2024,강화군,1074.1
2024,옹진군,939.6
2024,동구,1163.0
2024,서구,1188.8
2024,남구,1184.2
2024,북구,1183.8
2024,광산구,1183.1
2024,동구,1295.4
2024,중구,1329.6
2024,서구,1323.7
2024,유성구,1286.1
2024,대덕구,1279.4
2024,중구,1230.7
2024,남구,1187.7
2024,동구,1337.5
2024,북구,1246.6
2024,울주군,1322.2
2024,세종특별자치시,1230.2
2024,수원시,1079.6
2024,수원시 장안구,1077.6
2024,수원시 권선구,1088.6
2024,수원시 팔달구,1085.7
2024,수원시 영통구,1067.1
2024,성남시,1088.9
2024,성남시 수정구,1082.8
2024,성남시 중원구,1092.4
2024,성남시 분당구,1092.0
2024,의정부시,1304.4
2024,안양시,1085.1
2024,안양시 만안구,1073.2
2024,안양시 동안구,1094.9
2024,부천시,1148.9
2024,광명시,1123.4
2024,평택시,1011.9
2024,동두천시,1345.0
2024,안산시,1025.3
2024,안산시 상록구,1020.6
2024,안산시 단원구,1030.4
2024,고양시,1186.6
2024,고양시 덕양구,1188.3
2024,고양시 일산동구,1188.3
2024,고양시 일산서구,1181.0
2024,과천시,1144.0
2024,구리시,1167.9
2024,남양주시,1233.6
2024,오산시,1068.1
2024,시흥시,1049.6
2024,군포시,1099.8
2024,의왕시,1080.9
2024,하남시,1111.6
2024,용인시,1116.3
2024,용인시 처인구,1169.9
2024,용인시 기흥구,1089.2
2024,용인시 수지구,1096.1
2024,파주시,1209.5
2024,이천시,1144.8
2024,안성시,1138.2
2024,김포시,1156.4
2024,화성시,1035.8
2024,광주시,1183.5
2024,양주시,1307.7
2024,포천시,1364.2
2024,여주시,1139.7
2024,연천군,1281.2
2024,가평군,1320.2
2024,양평군,1219.6
2024,춘천시,1149.9
2024,원주시,1080.4
2024,강릉시,1337.1
2024,동해시,1437.2
2024,태백시,1352.0
2024,속초시,1399.0
2024,삼척시,1371.7
2024,홍천군,1235.0
2024,횡성군,1158.7
2024,영월군,1160.4
2024,평창군,1206.5
2024,정선군,1239.4
2024,철원군,1352.0
2024,화천군,1297.3
2024,양구군,1252.0
2024,인제군,1190.9
2024,고성군,1309.3
2024,양양군,1338.8
2024,충주시,1052.8
2024,제천시,1117.8
2024,청주시,1294.4
2024,청주시 상당구,1318.4
2024,청주시 서원구,1319.9
2024,청주시 흥덕구,1280.3
2024,청주시 청원구,1239.6
2024,보은군,1272.5
2024,옥천군,1244.4
2024,영동군,1168.7
2024,진천군,1182.5
2024,괴산군,1156.4
2024,음성군,1131.6
2024,단양군,1112.6
2024,증평군,1168.4
2024,천안시,1121.8
2024,천안시 동남구,1154.8
2024,천안시 서북구,1078.6
2024,공주시,1183.2
2024,보령시,1094.7
2024,아산시,1016.6
2024,서산시,1048.4
2024,논산시,1212.1
2024,계룡시,1298.4
2024,당진시,1025.3
2024,금산군,1348.8
2024,부여군,1212.7
2024,서천군,1167.6
2024,청양군,1192.6
2024,홍성군,1100.5
2024,예산군,1094.5
2024,태안군,952.6
2024,전주시,1188.1
2024,전주시 완산구,1195.8
2024,전주시 덕진구,1179.0
2024,군산시,1169.3
2024,익산시,1163.5
2024,정읍시,1149.3
2024,남원시,1328.1
2024,김제시,1101.9
2024,완주군,1252.7
2024,진안군,1338.5
2024,무주군,1210.8
2024,장수군,1327.6
2024,임실군,1277.8
2024,순창군,1268.2
2024,고창군,1138.9
2024,부안군,1145.7
2024,목포시,1129.1
2024,여수시,1505.7
2024,순천시,1522.1
