Year,Region_Code,Region_Name,Sub_Region_Name,Climate_Value
2021,2501000000,대전광역시,동구,2.2
2021,2502000000,대전광역시,중구,2.6
2021,2503000000,대전광역시,서구,2.7
2021,2504000000,대전광역시,유성구,2.2
2021,2505000000,대전광역시,대덕구,3.0
2021,2601000000,울산광역시,중구,2.4
2021,2602000000,울산광역시,남구,3.0
2021,2603000000,울산광역시,동구,3.2
2021,2604000000,울산광역시,북구,2.9
2021,2631000000,울산광역시,울주군,2.3
2021,2901000000,세종특별자치시,세종특별자치시,3.5
2021,3101000000,경기도,수원시,3.6
2021,3101100000,경기도,수원시 장안구,3.6
2021,3101200000,경기도,수원시 권선구,3.6
2021,3101300000,경기도,수원시 팔달구,3.3
2021,3101400000,경기도,수원시 영통구,3.8
2021,3102000000,경기도,성남시,4.0
2021,3102100000,경기도,성남시 수정구,4.0
2021,3102200000,경기도,성남시 중원구,3.6
2021,3102300000,경기도,성남시 분당구,4.2
2021,3103000000,경기도,의정부시,3.8
2021,3104000000,경기도,안양시,3.9
2021,3104100000,경기도,안양시 만안구,3.8
2021,3104200000,경기도,안양시 동안구,3.8
2021,3105000000,경기도,부천시,4.1
2021,3106000000,경기도,광명시,1.8
2021,3107000000,경기도,평택시,3.6
2021,3108000000,경기도,동두천시,3.4
2021,3109000000,경기도,안산시,3.6
2021,3109100000,경기도,안산시 상록구,3.2
2021,3109200000,경기도,안산시 단원구,3.7
2021,3110000000,경기도,고양시,3.7
2021,3110100000,경기도,고양시 덕양구,3.7
2021,3110300000,경기도,고양시 일산동구,3.6
2021,3110400000,경기도,고양시 일산서구,4.1
2021,3111000000,경기도,과천시,3.9
2021,3112000000,경기도,구리시,4.0
2021,3113000000,경기도,남양주시,2.9
2021,3114000000,경기도,오산시,3.3
2021,3115000000,경기도,시흥시,4.1
2021,3116000000,경기도,군포시,3.9
2021,3117000000,경기도,의왕시,3.9
2021,3118000000,경기도,하남시,3.1
2021,3119000000,경기도,용인시,3.1
2021,3119100000,경기도,용인시 처인구,3.0
2021,3119200000,경기도,용인시 기흥구,3.4
2021,3119300000,경기도,용인시 수지구,3.4
2021,3120000000,경기도,파주시,2.4
2021,3121000000,경기도,이천시,2.0
2021,3122000000,경기도,안성시,3.2
2021,3123000000,경기도,김포시,2.9
2021,3124000000,경기도,화성시,3.8
2021,3125000000,경기도,광주시,3.4
2021,3126000000,경기도,양주시,3.3
2021,3127000000,경기도,포천시,2.4
2021,3128000000,경기도,여주시,3.4
2021,3135000000,경기도,연천군,3.5
2021,3137000000,경기도,가평군,4.1
2021,3138000000,경기도,양평군,3.0
2021,3201000000,강원특별자치도,춘천시,2.0
2021,3202000000,강원특별자치도,원주시,2.1
2021,3203000000,강원특별자치도,강릉시,2.5
2021,3204000000,강원특별자치도,동해시,1.3
2021,3205000000,강원특별자치도,태백시,2.6
2021,3206000000,강원특별자치도,속초시,2.0
2021,3207000000,강원특별자치도,삼척시,2.7
2021,3231000000,강원특별자치도,홍천군,2.9
2021,3232000000,강원특별자치도,횡성군,1.4
2021,3233000000,강원특별자치도,영월군,2.1
2021,3234000000,강원특별자치도,평창군,1.5
2021,3235000000,강원특별자치도,정선군,2.9
2021,3236000000,강원특별자치도,철원군,3.0
2021,3237000000,강원특별자치도,화천군,1.8
2021,3238000000,강원특별자치도,양구군,1.4
2021,3239000000,강원특별자치도,인제군,2.5
2021,3240000000,강원특별자치도,고성군,2.6
2021,3241000000,강원특별자치도,양양군,1.7
2021,3302000000,충청북도,충주시,2.1
2021,3303000000,충청북도,제천시,1.6
2021,3304000000,충청북도,청주시,1.7
2021,3304100000,충청북도,청주시 상당구,1.6
2021,3304200000,충청북도,청주시 서원구,1.7
2021,3304300000,충청북도,청주시 흥덕구,1.4
2021,3304400000,충청북도,청주시 청원구,1.5
2021,3332000000,충청북도,보은군,1.5
2021,3333000000,충청북도,옥천군,1.9
2021,3334000000,충청북도,영동군,1.9
2021,3335000000,충청북도,진천군,1.7
2021,3336000000,충청북도,괴산군,2.0
2021,3337000000,충청북도,음성군,1.4
2021,3338000000,충청북도,단양군,1.4
2021,3339000000,충청북도,증평군,1.8
2021,3401000000,충청남도,천안시,1.8
2021,3401100000,충청남도,천안시 동남구,1.7
2021,3401200000,충청남도,천안시 서북구,2.3
2021,3402000000,충청남도,공주시,2.0
2021,3403000000,충청남도,보령시,1.5
2021,3404000000,충청남도,아산시,1.8
2021,3405000000,충청남도,서산시,2.3
2021,3406000000,충청남도,논산시,2.8
2021,3407000000,충청남도,계룡시,1.7
2021,3408000000,충청남도,당진시,2.5
2021,3431000000,충청남도,금산군,2.7
2021,3433000000,충청남도,부여군,2.4
2021,3434000000,충청남도,서천군,2.3
2021,3435000000,충청남도,청양군,2.2
2021,3436000000,충청남도,홍성군,2.0
2021,3437000000,충청남도,예산군,1.4
2021,3438000000,충청남도,태안군,2.3
2021,3501000000,전라북도,전주시,2.3
2021,3501100000,전라북도,전주시 완산구,2.2
2021,3501200000,전라북도,전주시 덕진구,2.4
2021,3502000000,전라북도,군산시,2.3
2021,3503000000,전라북도,익산시,2.4
2021,3504000000,전라북도,정읍시,3.2
2021,3505000000,전라북도,남원시,2.1
2021,3506000000,전라북도,김제시,2.3
2021,3531000000,전라북도,완주군,2.4
2021,3532000000,전라북도,진안군,1.9
2021,3533000000,전라북도,무주군,2.1
2021,3534000000,전라북도,장수군,2.7
2021,3535000000,전라북도,임실군,2.9
2021,3536000000,전라북도,순창군,2.7
2021,3537000000,전라북도,고창군,2.1
2021,3538000000,전라북도,부안군,3.0
2021,3601000000,전라남도,목포시,4.3
2021,3602000000,전라남도,여수시,4.8
2021,3603000000,전라남도,순천시,3.1
2021,3604000000,전라남도,나주시,4.2
2021,3606000000,전라남도,광양시,2.9
2021,3631000000,전라남도,담양군,3.2
2021,3632000000,전라남도,곡성군,3.3
2021,3633000000,전라남도,구례군,4.3
2021,3635000000,전라남도,고흥군,3.8
2021,3636000000,전라남도,보성군,2.8
2021,3637000000,전라남도,화순군,4.1
2021,3638000000,전라남도,장흥군,3.5
2021,3639000000,전라남도,강진군,3.1
2021,3640000000,전라남도,해남군,2.9
2021,3641000000,전라남도,영암군,3.5
2021,3642000000,전라남도,무안군,3.5
2021,3643000000,전라남도,함평군,3.4
2021,3644000000,전라남도,영광군,3.0
2021,3645000000,전라남도,장성군,4.1
2021,3646000000,전라남도,완도군,3.7
2021,3647000000,전라남도,진도군,3.5
2021,3648000000,전라남도,신안군,2.7
2021,3701000000,경상북도,포항시,2.9
2021,3701100000,경상북도,포항시 남구,2.5
2021,3701200000,경상북도,포항시 북구,2.5
2021,3702000000,경상북도,경주시,1.3
2021,3703000000,경상북도,김천시,0.7
2021,3704000000,경상북도,안동시,1.3
2021,3705000000,경상북도,구미시,0.9
2021,3706000000,경상북도,영주시,1.2
2021,3707000000,경상북도,영천시,1.4
2021,3708000000,경상북도,상주시,1.4
2021,3709000000,경상북도,문경시,1.0
2021,3710000000,경상북도,경산시,0.8
2021,3731000000,경상북도,군위군,0.8
2021,3732000000,경상북도,의성군,0.9
2021,3733000000,경상북도,청송군,1.6
2021,3734000000,경상북도,영양군,2.0
2021,3735000000,경상북도,영덕군,1.3
2021,3736000000,경상북도,청도군,2.9
2021,3737000000,경상북도,고령군,1.9
2021,3738000000,경상북도,성주군,1.4
2021,3739000000,경상북도,칠곡군,1.0
2021,3740000000,경상북도,예천군,0.8
2021,3741000000,경상북도,봉화군,2.3
2021,3742000000,경상북도,울진군,1.8
2021,3743000000,경상북도,울릉군,4.0
2021,3803000000,경상남도,진주시,4.9
2021,3805000000,경상남도,통영시,4.3
2021,3806000000,경상남도,사천시,2.7
2021,3807000000,경상남도,김해시,1.7
2021,3808000000,경상남도,밀양시,4.7
2021,3809000000,경상남도,거제시,2.8
2021,3810000000,경상남도,양산시,3.4
2021,3811000000,경상남도,창원시,3.1
2021,3811100000,경상남도,창원시 의창구,3.3
2021,3811200000,경상남도,창원시 성산구,3.9
2021,3811300000,경상남도,창원시 마산합포구,3.4
2021,3811400000,경상남도,창원시 마산회원구,2.8
2021,3811500000,경상남도,창원시 진해구,3.2
2021,3831000000,경상남도,의령군,2.7
2021,3832000000,경상남도,함안군,2.1
2021,3833000000,경상남도,창녕군,4.2
2021,3834000000,경상남도,고성군,4.9
2021,3835000000,경상남도,남해군,4.7
2021,3836000000,경상남도,하동군,4.4
2021,3837000000,경상남도,산청군,3.7
2021,3838000000,경상남도,함양군,3.3
2021,3839000000,경상남도,거창군,3.0
2021,3840000000,경상남도,합천군,4.2
2021,3901000000,제주특별자치도,제주시,6.3
2022,년,년,년,3.5
2022,1101000000,서울특별시,종로구,3.5
2022,1102000000,서울특별시,중구,3.1
2022,1103000000,서울특별시,용산구,3.7
2022,1104000000,서울특별시,성동구,3.9
2022,1105000000,서울특별시,광진구,3.8
2022,1106000000,서울특별시,동대문구,3.9
2022,1107000000,서울특별시,중랑구,4.0
2022,1108000000,서울특별시,성북구,4.4
2022,1109000000,서울특별시,강북구,4.7
2022,1110000000,서울특별시,도봉구,4.3
2022,1111000000,서울특별시,노원구,3.5
2022,1112000000,서울특별시,은평구,3.4
2022,1113000000,서울특별시,서대문구,3.1
2022,1114000000,서울특별시,마포구,3.2
2022,1115000000,서울특별시,양천구,3.5
2022,1116000000,서울특별시,강서구,3.2
2022,1117000000,서울특별시,구로구,3.2
2022,1118000000,서울특별시,금천구,3.1
2022,1119000000,서울특별시,영등포구,3.2
2022,1120000000,서울특별시,동작구,3.1
2022,1121000000,서울특별시,관악구,3.9
2022,1122000000,서울특별시,서초구,3.7
2022,1123000000,서울특별시,강남구,3.6
2022,1124000000,서울특별시,송파구,3.6
2022,1125000000,서울특별시,강동구,2.2
2022,2101000000,부산광역시,중구,2.1
2022,2102000000,부산광역시,서구,2.2
2022,2103000000,부산광역시,동구,2.1
2022,2104000000,부산광역시,영도구,1.7
2022,2105000000,부산광역시,부산진구,1.7
2022,2106000000,부산광역시,동래구,2.0
2022,2107000000,부산광역시,남구,1.4
2022,2108000000,부산광역시,북구,2.4
2022,2109000000,부산광역시,해운대구,1.7
2022,2110000000,부산광역시,사하구,2.2
2022,2111000000,부산광역시,금정구,1.5
2022,2112000000,부산광역시,강서구,1.5
2022,2113000000,부산광역시,연제구,2.0
2022,2114000000,부산광역시,수영구,1.5
2022,2115000000,부산광역시,사상구,2.5
2022,2131000000,부산광역시,기장군,1.0
2022,2201000000,대구광역시,중구,1.0
2022,2202000000,대구광역시,동구,1.0
2022,2203000000,대구광역시,서구,1.3
2022,2204000000,대구광역시,남구,1.0
2022,2205000000,대구광역시,북구,1.1
2022,2206000000,대구광역시,수성구,1.1
2022,2207000000,대구광역시,달서구,1.0
2022,2231000000,대구광역시,달성군,3.3
2022,2301000000,인천광역시,중구,3.3
2022,2302000000,인천광역시,동구,2.8
2022,2304000000,인천광역시,연수구,3.2
2022,2305000000,인천광역시,남동구,3.3
2022,2306000000,인천광역시,부평구,3.5
2022,2307000000,인천광역시,계양구,3.5
2022,2308000000,인천광역시,서구,3.1
2022,2309000000,인천광역시,미추홀구,3.2
2022,2331000000,인천광역시,강화군,2.2
2022,2332000000,인천광역시,옹진군,2.2
2022,2401000000,광주광역시,동구,2.6
2022,2402000000,광주광역시,서구,2.4
2022,2403000000,광주광역시,남구,2.6
2022,2404000000,광주광역시,북구,2.7
2022,2405000000,광주광역시,광산구,1.9
2022,2501000000,대전광역시,동구,2.0
2022,2502000000,대전광역시,중구,2.1
2022,2503000000,대전광역시,서구,1.6
2022,2504000000,대전광역시,유성구,1.8
2022,2505000000,대전광역시,대덕구,1.3
2022,2601000000,울산광역시,중구,1.4
2022,2602000000,울산광역시,남구,2.1
2022,2603000000,울산광역시,동구,1.5
2022,2604000000,울산광역시,북구,1.7
2022,2631000000,울산광역시,울주군,2.1
2022,2901000000,세종특별자치시,세종특별자치시,2.7
2022,3101000000,경기도,수원시,2.8
2022,3101100000,경기도,수원시 장안구,2.8
2022,3101200000,경기도,수원시 권선구,2.5
2022,3101300000,경기도,수원시 팔달구,2.6
2022,3101400000,경기도,수원시 영통구,3.3
2022,3102000000,경기도,성남시,3.3
2022,3102100000,경기도,성남시 수정구,3.3
2022,3102200000,경기도,성남시 중원구,3.3
2022,3102300000,경기도,성남시 분당구,4.2
2022,3103000000,경기도,의정부시,3.3
2022,3104000000,경기도,안양시,3.3
2022,3104100000,경기도,안양시 만안구,3.2
2022,3104200000,경기도,안양시 동안구,3.7
2022,3105000000,경기도,부천시,3.3
2022,3106000000,경기도,광명시,2.2
2022,3107000000,경기도,평택시,3.3
2022,3108000000,경기도,동두천시,2.7
2022,3109000000,경기도,안산시,2.6
2022,3109100000,경기도,안산시 상록구,2.8
2022,3109200000,경기도,안산시 단원구,3.9
2022,3110000000,경기도,고양시,3.6
2022,3110100000,경기도,고양시 덕양구,4.1
2022,3110300000,경기도,고양시 일산동구,4.4
2022,3110400000,경기도,고양시 일산서구,3.8
2022,3111000000,경기도,과천시,3.5
2022,3112000000,경기도,구리시,4.0
2022,3113000000,경기도,남양주시,3.3
2022,3114000000,경기도,오산시,3.1
2022,3115000000,경기도,시흥시,3.3
2022,3116000000,경기도,군포시,3.1
2022,3117000000,경기도,의왕시,3.3
2022,3118000000,경기도,하남시,3.0
2022,3119000000,경기도,용인시,3.1
2022,3119100000,경기도,용인시 처인구,2.9
2022,3119200000,경기도,용인시 기흥구,3.1
2022,3119300000,경기도,용인시 수지구,3.5
2022,3120000000,경기도,파주시,2.7
2022,3121000000,경기도,이천시,2.6
2022,3122000000,경기도,안성시,4.0
2022,3123000000,경기도,김포시,3.1
2022,3124000000,경기도,화성시,3.2
2022,3125000000,경기도,광주시,3.5
2022,3126000000,경기도,양주시,3.2
2022,3127000000,경기도,포천시,2.2
2022,3128000000,경기도,여주시,3.3
2022,3135000000,경기도,연천군,3.2
2022,3137000000,경기도,가평군,2.8
2022,3138000000,경기도,양평군,2.8
2022,3201000000,강원특별자치도,춘천시,1.7
2022,3202000000,강원특별자치도,원주시,2.6
2022,3203000000,강원특별자치도,강릉시,3.2
2022,3204000000,강원특별자치도,동해시,1.9
2022,3205000000,강원특별자치도,태백시,2.8
2022,3206000000,강원특별자치도,속초시,2.9
2022,3207000000,강원특별자치도,삼척시,2.8
2022,3231000000,강원특별자치도,홍천군,1.9
2022,3232000000,강원특별자치도,횡성군,1.6
2022,3233000000,강원특별자치도,영월군,2.5
2022,3234000000,강원특별자치도,평창군,2.2
2022,3235000000,강원특별자치도,정선군,2.7
2022,3236000000,강원특별자치도,철원군,2.9
2022,3237000000,강원특별자치도,화천군,2.6
2022,3238000000,강원특별자치도,양구군,2.3
2022,3239000000,강원특별자치도,인제군,2.6
2022,3240000000,강원특별자치도,고성군,2.4
2022,3241000000,강원특별자치도,양양군,1.6
2022,3302000000,충청북도,충주시,1.8
2022,3303000000,충청북도,제천시,2.0
2022,3304000000,충청북도,청주시,1.8
2022,3304100000,충청북도,청주시 상당구,2.1
2022,3304200000,충청북도,청주시 서원구,2.1
2022,3304300000,충청북도,청주시 흥덕구,2.0
2022,3304400000,충청북도,청주시 청원구,2.2
2022,3332000000,충청북도,보은군,1.9
2022,3333000000,충청북도,옥천군,2.3
2022,3334000000,충청북도,영동군,2.5
2022,3335000000,충청북도,진천군,1.8
2022,3336000000,충청북도,괴산군,1.9
2022,3337000000,충청북도,음성군,1.8
2022,3338000000,충청북도,단양군,2.1
2022,3339000000,충청북도,증평군,2.4
2022,3401000000,충청남도,천안시,2.5
2022,3401100000,충청남도,천안시 동남구,2.2
2022,3401200000,충청남도,천안시 서북구,2.5
2022,3402000000,충청남도,공주시,2.2
2022,3403000000,충청남도,보령시,2.0
2022,3404000000,충청남도,아산시,3.5
2022,3405000000,충청남도,서산시,1.8
2022,3406000000,충청남도,논산시,1.5
2022,3407000000,충청남도,계룡시,3.2
2022,3408000000,충청남도,당진시,2.5
2022,3431000000,충청남도,금산군,2.1
2022,3433000000,충청남도,부여군,2.5
2022,3434000000,충청남도,서천군,2.6
2022,3435000000,충청남도,청양군,3.0
2022,3436000000,충청남도,홍성군,3.0
2022,3437000000,충청남도,예산군,3.9
2022,3438000000,충청남도,태안군,1.3
2022,3501000000,전라북도,전주시,1.3
2022,3501100000,전라북도,전주시 완산구,1.3
2022,3501200000,전라북도,전주시 덕진구,2.2
2022,3502000000,전라북도,군산시,1.4
2022,3503000000,전라북도,익산시,1.9
2022,3504000000,전라북도,정읍시,2.6
2022,3505000000,전라북도,남원시,1.7
2022,3506000000,전라북도,김제시,1.5
2022,3531000000,전라북도,완주군,2.5
2022,3532000000,전라북도,진안군,2.5
2022,3533000000,전라북도,무주군,2.4
2022,3534000000,전라북도,장수군,2.0
2022,3535000000,전라북도,임실군,2.6
2022,3536000000,전라북도,순창군,2.3
2022,3537000000,전라북도,고창군,2.7
2022,3538000000,전라북도,부안군,2.5
2022,3601000000,전라남도,목포시,4.1
2022,3602000000,전라남도,여수시,4.0
2022,3603000000,전라남도,순천시,2.6
2022,3604000000,전라남도,나주시,4.3
2022,3606000000,전라남도,광양시,2.5
2022,3631000000,전라남도,담양군,2.5
2022,3632000000,전라남도,곡성군,2.8
2022,3633000000,전라남도,구례군,3.7
2022,3635000000,전라남도,고흥군,4.2
2022,3636000000,전라남도,보성군,3.1
2022,3637000000,전라남도,화순군,4.5
2022,3638000000,전라남도,장흥군,3.9
2022,3639000000,전라남도,강진군,3.1
2022,3640000000,전라남도,해남군,2.9
2022,3641000000,전라남도,영암군,2.7
2022,3642000000,전라남도,무안군,2.9
2022,3643000000,전라남도,함평군,2.7
2022,3644000000,전라남도,영광군,2.4
2022,3645000000,전라남도,장성군,3.2
2022,3646000000,전라남도,완도군,2.7
2022,3647000000,전라남도,진도군,3.2
2022,3648000000,전라남도,신안군,1.4
2022,3701000000,경상북도,포항시,1.6
2022,3701100000,경상북도,포항시 남구,1.2
2022,3701200000,경상북도,포항시 북구,0.9
2022,3702000000,경상북도,경주시,2.3
2022,3703000000,경상북도,김천시,1.6
2022,3704000000,경상북도,안동시,1.9
2022,3705000000,경상북도,구미시,1.7
2022,3706000000,경상북도,영주시,0.8
2022,3707000000,경상북도,영천시,2.2
2022,3708000000,경상북도,상주시,2.3
2022,3709000000,경상북도,문경시,1.1
2022,3710000000,경상북도,경산시,1.3
2022,3731000000,경상북도,군위군,1.8
2022,3732000000,경상북도,의성군,1.0
2022,3733000000,경상북도,청송군,1.7
2022,3734000000,경상북도,영양군,1.0
2022,3735000000,경상북도,영덕군,1.2
2022,3736000000,경상북도,청도군,1.2
2022,3737000000,경상북도,고령군,1.1
2022,3738000000,경상북도,성주군,1.1
2022,3739000000,경상북도,칠곡군,2.1
2022,3740000000,경상북도,예천군,1.7
2022,3741000000,경상북도,봉화군,2.9
2022,3742000000,경상북도,울진군,2.9
2022,3743000000,경상북도,울릉군,2.8
2022,3803000000,경상남도,진주시,4.1
2022,3805000000,경상남도,통영시,4.0
2022,3806000000,경상남도,사천시,1.4
2022,3807000000,경상남도,김해시,0.9
2022,3808000000,경상남도,밀양시,3.7
2022,3809000000,경상남도,거제시,2.2
2022,3810000000,경상남도,양산시,2.4
2022,3811000000,경상남도,창원시,2.0
2022,3811100000,경상남도,창원시 의창구,1.7
2022,3811200000,경상남도,창원시 성산구,3.4
2022,3811300000,경상남도,창원시 마산합포구,2.6
2022,3811400000,경상남도,창원시 마산회원구,1.6
2022,3811500000,경상남도,창원시 진해구,2.2
2022,3831000000,경상남도,의령군,1.8
2022,3832000000,경상남도,함안군,1.4
2022,3833000000,경상남도,창녕군,3.6
2022,3834000000,경상남도,고성군,4.3
2022,3835000000,경상남도,남해군,4.4
2022,3836000000,경상남도,하동군,3.5
2022,3837000000,경상남도,산청군,2.5
2022,3838000000,경상남도,함양군,2.1
2022,3839000000,경상남도,거창군,2.0
2022,3840000000,경상남도,합천군,4.4
2022,3901000000,제주특별자치도,제주시,6.6
2023,년,년,년,3.8
2023,1101000000,서울특별시,종로구,3.3
2023,1102000000,서울특별시,중구,3.0
2023,1103000000,서울특별시,용산구,3.5
2023,1104000000,서울특별시,성동구,3.5
2023,1105000000,서울특별시,광진구,3.7
2023,1106000000,서울특별시,동대문구,3.6
2023,1107000000,서울특별시,중랑구,4.0
2023,1108000000,서울특별시,성북구,4.0
2023,1109000000,서울특별시,강북구,3.9
2023,1110000000,서울특별시,도봉구,3.6
2023,1111000000,서울특별시,노원구,3.1
2023,1112000000,서울특별시,은평구,3.2
2023,1113000000,서울특별시,서대문구,3.0
2023,1114000000,서울특별시,마포구,3.1
2023,1115000000,서울특별시,양천구,3.0
2023,1116000000,서울특별시,강서구,3.2
2023,1117000000,서울특별시,구로구,3.8
2023,1118000000,서울특별시,금천구,3.3
2023,1119000000,서울특별시,영등포구,3.4
2023,1120000000,서울특별시,동작구,3.7
2023,1121000000,서울특별시,관악구,3.7
2023,1122000000,서울특별시,서초구,3.4
2023,1123000000,서울특별시,강남구,3.1
2023,1124000000,서울특별시,송파구,3.2
2023,1125000000,서울특별시,강동구,2.6
2023,2101000000,부산광역시,중구,2.0
2023,2102000000,부산광역시,서구,2.6
2023,2103000000,부산광역시,동구,2.9
2023,2104000000,부산광역시,영도구,2.3
2023,2105000000,부산광역시,부산진구,2.4
2023,2106000000,부산광역시,동래구,2.9
2023,2107000000,부산광역시,남구,2.4
2023,2108000000,부산광역시,북구,2.9
2023,2109000000,부산광역시,해운대구,1.9
2023,2110000000,부산광역시,사하구,2.3
2023,2111000000,부산광역시,금정구,2.2
2023,2112000000,부산광역시,강서구,2.2
2023,2113000000,부산광역시,연제구,2.5
2023,2114000000,부산광역시,수영구,2.3
2023,2115000000,부산광역시,사상구,2.3
2023,2131000000,부산광역시,기장군,1.6
2023,2201000000,대구광역시,중구,1.6
2023,2202000000,대구광역시,동구,1.6
2023,2203000000,대구광역시,서구,1.6
2023,2204000000,대구광역시,남구,1.6
2023,2205000000,대구광역시,북구,1.7
2023,2206000000,대구광역시,수성구,1.6
2023,2207000000,대구광역시,달서구,1.8
2023,2231000000,대구광역시,달성군,2.6
2023,2301000000,인천광역시,중구,2.5
2023,2302000000,인천광역시,동구,2.6
2023,2304000000,인천광역시,연수구,3.0
2023,2305000000,인천광역시,남동구,3.1
2023,2306000000,인천광역시,부평구,3.1
2023,2307000000,인천광역시,계양구,2.6
2023,2308000000,인천광역시,서구,2.8
2023,2309000000,인천광역시,미추홀구,1.6
2023,2331000000,인천광역시,강화군,1.4
2023,2332000000,인천광역시,옹진군,1.4
2023,2401000000,광주광역시,동구,1.5
2023,2402000000,광주광역시,서구,1.6
2023,2403000000,광주광역시,남구,1.4
2023,2404000000,광주광역시,북구,1.4
2023,2405000000,광주광역시,광산구,1.1
2023,2501000000,대전광역시,동구,1.5
2023,2502000000,대전광역시,중구,0.9
2023,2503000000,대전광역시,서구,1.0
2023,2504000000,대전광역시,유성구,0.9
2023,2505000000,대전광역시,대덕구,1.4
2023,2601000000,울산광역시,중구,1.4
2023,2602000000,울산광역시,남구,2.0
2023,2603000000,울산광역시,동구,1.4
2023,2604000000,울산광역시,북구,1.8
2023,2631000000,울산광역시,울주군,1.5
2023,2901000000,세종특별자치시,세종특별자치시,2.8
2023,3101000000,경기도,수원시,2.9
2023,3101100000,경기도,수원시 장안구,2.8
2023,3101200000,경기도,수원시 권선구,2.8
2023,3101300000,경기도,수원시 팔달구,2.7
2023,3101400000,경기도,수원시 영통구,3.0
2023,3102000000,경기도,성남시,3.2
2023,3102100000,경기도,성남시 수정구,3.3
2023,3102200000,경기도,성남시 중원구,2.8
2023,3102300000,경기도,성남시 분당구,3.4
2023,3103000000,경기도,의정부시,3.3
2023,3104000000,경기도,안양시,3.1
2023,3104100000,경기도,안양시 만안구,3.4
2023,3104200000,경기도,안양시 동안구,3.0
2023,3105000000,경기도,부천시,3.5
2023,3106000000,경기도,광명시,2.1
2023,3107000000,경기도,평택시,3.0
2023,3108000000,경기도,동두천시,2.5
2023,3109000000,경기도,안산시,2.7
2023,3109100000,경기도,안산시 상록구,2.2
2023,3109200000,경기도,안산시 단원구,2.8
2023,3110000000,경기도,고양시,3.0
2023,3110100000,경기도,고양시 덕양구,2.7
2023,3110300000,경기도,고양시 일산동구,2.6
2023,3110400000,경기도,고양시 일산서구,3.7
2023,3111000000,경기도,과천시,3.8
2023,3112000000,경기도,구리시,4.0
2023,3113000000,경기도,남양주시,2.7
2023,3114000000,경기도,오산시,2.7
2023,3115000000,경기도,시흥시,3.0
2023,3116000000,경기도,군포시,3.2
2023,3117000000,경기도,의왕시,3.2
2023,3118000000,경기도,하남시,2.9
2023,3119000000,경기도,용인시,3.3
2023,3119100000,경기도,용인시 처인구,2.7
2023,3119200000,경기도,용인시 기흥구,2.8
2023,3119300000,경기도,용인시 수지구,2.3
2023,3120000000,경기도,파주시,2.8
2023,3121000000,경기도,이천시,2.7
